Taxon_FA,Genera,PhAname,Endemicity,non.endemic,SEN,Taxon,Familie,SIN,FAN,FHN,ZWN,WSN,ZDSF,T,Tv,K,Kv,L,Lv,F,Fv,W,R,Rv,N,Nv,S,M,H,Hv,D,Dv,LF,BD,WT,RO,KS,DA,VA,FS,MA,BZ,BZ.S,BZ.D,BS,MV,SU,DG,GI,GV,LR,EG,AE,EM,VE,CH,JU,JU1,JU2,MP,MP1,MP2,NA.,NA1,NA2,WA,EA,SA,SA1,SA2,SA3,PS,PS1,PS1_txt,PS2,PS2_txt,PS3,PS3_txt,BL,SL,TB,
Humulus_lupulus,Humulus,Humulus lupulus,0,1,2964,Humulus lupulus,Cannabaceae,208800,26.1.1,263,849,150,ZDSF,4,II,4,I,3,I,4,I,3,3,I,4,I,,m,3,I,1,I,h.li,s,NA,Rh,ccs,Me,Au,di,r10,05-ao_t,5 6 7 8,4,an,-,,3,h e,B6,2.3 7.2 7.4 9.2,1,I/N,3,=,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,11.311 13.31 14.72101,11.311,Convolvulion sepium,13.31,Prunetalia spinosae,14.72101,Equiseto-Alnetum incanae,,,,
Hymenolobus_pauciflorus,Hymenolobus,Hymenolobus pauciflorus,0,1,2976,Hymenolobus pauciflorus,Brassicaceae,209500,54.47.1,721,1278,559,ZDSF,2.5,I,4,I,4,I,2,I,2,4,I,5,I,ss,,3,I,1,II,t,w,NA,-,rrs,En,Kv,zw,,06-juil,6 7,2,,-,,2,e,D1a,2.4 3.2 3.3,3,I,1,,VU,-,-,-,-,-,-,-,-,-,-,VU,-,-,-,-,2.343,NA,,NA,,2.343,Sisymbrion,,,,
Hypericum_androsaemum,Hypericum,Hypericum androsaemum,0,1,2983,Hypericum androsaemum,Hypericaceae,209900,42.1.3,503,2018,1029,ZDSF,3.5,I,2,I,3,I,3.5,I,2,3,I,3,I,,,3,I,1,I,z,t w,NA,Rh,ccs,En Bo,Sr,zw,,06-juil,6 7,2,,-,,3,mg h,C2a,6.7 7.4 9.2,1,I/N,3,<,NT,EN,EN,-,EN,-,EN,-,-,-,-,-,NT,NT,-,-,14.71,NA,,NA,,14.71,Populetalia albae,,,,
Hypericum_tomentosum,Hypericum,Hypericum tomentosum,0,1,3007,Hypericum tomentosum,Hypericaceae,-,42.1.10,-,-,-,,5,I,2,I,4,I,4,I,3,4,I,2,I,s,,5,I,1,I,h,t?,NA,Wh,css,Bo,Sr,zw,,05-juin,5 6,2,,-,,2,mg,C2a,1.4 4.2 6.3,-,I,2,=,,,,,,,,,,,,,,,,,11.221,NA,,NA,,11.221,Molinio-Holoschoenion,,,,
Impatiens_balfourii,Impatiens,Impatiens balfourii,0,1,3035,Impatiens balfourii,Balsaminaceae,213500,95.1.4,1395,1994,1002,ZDSF,5,I,2,I,3,I,3.5,I,3,4,I,4,I,,,3,I,1,I,t,s,NA,-,crs,Au,Kv,zw,,07-oct,7 8 9 10,4,,-,,4,mg e,A4b,2.2 2.3 2.5 2.9,7,Nw,2,<,(LC),(VU),(VU),-,(NT),(VU),(NT),(VU),(VU),(VU),(VU),(VU),(LC),(LC),(NT),-,5.131,NA,,NA,,5.131,Geo-Alliarion,,,,
Impatiens_parviflora,Impatiens,Impatiens parviflora,0,1,3039,Impatiens parviflora,Balsaminaceae,213800,95.1.2,1394,1992,1000,ZDSF,4,I,3,I,3,I,3,II,3,3,II,4,I,,,3,I,1,I,t,s,NA,-,crr,Au,Kv,zw,p1,06-oct,6 7 8 9 10,5,au my,-,,2,mg e,A4b,2.3 2.6 2.7 9.2,1,N,3,<,(LC),(LC),(LC),(LC),(LC),(LC),(LC),(LC),(LC),(LC),(LC),(LC),(LC),(LC),(LC),(LC),5.131 14.73,5.131,Geo-Alliarion,14.73,Fagetalia sylvaticae,,,,,,
Inula_graveolens,Inula,Inula graveolens,0,1,3045,Inula graveolens,Asteraceae,214300,124.16.14,2084a,3122,-,ZDSF,5,I,2,I,4,I,2,I,2,3,I,3,I,ss,,3,I,1,I,t,s,NA,Wv,crr,Me,Kv,ve,,08-oct,8 9 10,3,en?,-,,3,,C2,2.1 2.2 2.5,7,N,4,<,DD,DD,DD,-,DD,-,DD,-,-,-,-,-,-,-,-,-,2.3,NA,,NA,,2.3,Stellarietea mediae,,,,
Inula_helenium,Inula,Inula helenium,0,1,3046,Inula helenium,Asteraceae,214400,124.16.1,2084,3125,-,ZDSF,4.5,I,2,I,3,I,3.5,I,2,3,I,4,I,,,3,I,1,I,h,s,NA,Rh,ccs,Me,Sr,ve,,07-ao_t,7 8,2,my me,1,,3,h e,E2c,2.2 2.3 2.9 6.3,7,I/A,3,=,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,11.31,NA,,NA,,11.31,Convolvuletalia,,,,
Inula_helvetica,Inula,Inula helvetica,0,1,3052,Inula helvetica,Asteraceae,214500,124.16.2,2081,3128,1758,ZDSF,4.5,I,2,I,3,I,4,I,3,4,I,2,I,,,5,I,1,I,h,s,NA,Rh,css,Me,Au,ve,,07-ao_t,7 8,2,,2,,3,,D1a,2.3 2.5 7.2 9.2,5,I,2,,VU*,RE,RE,-,VU,VU,EN,EN,EN,EN,RE,-,-,-,-,-,11.31 13.111 11.231,11.31,Convolvuletalia,13.111,Salicion cinereae,11.231,Molinion,,,,
Inula_salicina,Inula,Inula salicina,0,1,3053,Inula salicina,Asteraceae,214800,124.16.4,2078,3131,1759,ZDSF,3.5,I,3,I,4,I,3.5,I,3,4,I,2,I,s,,5,I,1,I,h,s,NA,Rh,css,Me,Au,ve,,07-ao_t,7 8,2,,2,,3,,D3,5.1 6.2 6.3 6.7,5,I,2,,NT,NT,NT,NT,NT,NT,NT,VU,VU,VU,VU,CR,EN,EN,-,-,11.231,NA,,NA,,11.231,Molinion,,,,
Isoetes_malinverniana,Isoetes,Isoetes malinverniana,0,1,3079,Iso�tes malinverniana,Iso�taceae,-,3.1.3,-,-,-,,4.5,I,2,I,4,I,5,I,1,3,I,2,I,,,1,I,1,I,a,w,NA,Zw,css,Hy,As,di,,07-oct,7 8 9 10,4,,-,,4,,F3f*,1.2,-,I?,3,#REF!,,,,,,,,,,,,,,,,,1.31,NA,,NA,,1.31,Potametalia pectinati,k m,,,
Isolepis_cernua,Isolepis,Isolepis cernua,0,1,3080,Isolepis cernua,Cyperaceae,-,138.5.2,-,-,-,,4.5,II,2,I,4,I,4.5,I,3,3,II,2,I,s,,3,II,1,I,k-t,w,NA,Rh,crs,Hy,Kv,zw,,05-oct,5 6 7 8 9 10,6,an,-,,2,e,A0,1.4,-,N,3,<,,,,,,,,,,,,,,,,,2.21,NA,,NA,,2.21,Nanocyperetalia flavescentis,k m,,,
Juncus_alpinoarticulatus,Juncus,Juncus alpinoarticulatus,0,1,3099,Juncus alpinoarticulatus,Juncaceae,-,-,-,-,-,,2,I,3,I,4,I,4.5,I,2,4,I,3,I,,,5,II,1,I,h,w,NA,Rh,crs,Bo Ep,Kr Sr,zw,,06-ao_t,6 7 8,3,an,2,,2,e,D5,2.5 4.1 4.2 5.1,-,I,2,#REF!,,,,,,,,,,,,,,,,,7.2,NA,,NA,,7.2,Scheuchzerio-Caricetea fuscae,m,,E,
Juncus_ambiguus,Juncus,Juncus ambiguus,0,1,3106,Juncus ambiguus,Juncaceae,217900,137.1.16,2442,582,-,ZDSF,3.5,I,2,I,4,I,4,I,3,4,II,3,I,ss,,1,I,1,I,t,s,NA,-,rrs,Bo Ep,Kv,cl zw,,06-sept,6 7 8 9,4,,-,,2,e,B3a,1.4 2.1 2.2 2.5,5,I,2,,CR,-,-,-,CR,-,CR,-,-,-,CR,CR,CR,CR,-,-,2.2,NA,,NA,,2.2,Iso�to-Nanojuncetea,,,,
Juncus_arcticus,Juncus,Juncus arcticus,0,1,3096,Juncus arcticus,Juncaceae,218000,137.1.3,2430,576,2137,ZDSF,1.5,I,3,I,5,I,4,I,2,3,I,1,I,,,3,I,1,I,g,w,NA,Rh,css,Bo Hy,Kr Sr,zw,,07-ao_t,7 8,2,an,2,,2,e,B5,2.5 5.1,2,I,1,,VU,-,-,-,-,-,-,EN,EN,-,VU,VU,EN,CR,-,EN,7.232 7.231,7.232,Caricion atrofusco-saxatilis,7.231,Caricion davallianae,,,,282,,
Juncus_biglumis,Juncus,Juncus biglumis,0,1,3104,Juncus biglumis,Juncaceae,-,137.1.25,-,-,-,,1,I,2,I,5,I,4.5,I,3,4,I,2,I,,,1,I,1,I,h,t,NA,Rh,crs,Bo,Au Kr,zw,,07-ao_t,7 8,2,an,-,,1,e,B5,2.5,-,I,1,=,,,,,,,,,,,,,,,,,7.232,NA,,NA,,7.232,Caricion atrofusco-saxatilis,c,,,
Juncus_capitatus,Juncus,Juncus capitatus,0,1,3110,Juncus capitatus,Juncaceae,218400,137.1.17,2432,591,2148,ZDSF,4.5,I,2,I,4,I,3.5,I,3,1,I,1,I,,,1,I,1,I,t,s,NA,-,css,Bo,Kv,cl zw,,06-sept,6 7 8 9,4,an au,-,,1,e,B3a,1.4 2.1 2.2 2.5,7,I,2,,CR,CR,CR,-,RE,-,RE,-,-,-,-,-,-,-,-,-,2.2,NA,,NA,,2.2,Iso�to-Nanojuncetea,,,,
Juncus_castaneus,Juncus,Juncus castaneus,0,1,3111,Juncus castaneus,Juncaceae,218500,137.1.28,2446,595,2156,ZDSF,1.5,I,2,I,5,I,4,I,3,4,I,2,I,,,3,I,1,I,g,s,NA,Rs,css,Me,Au Sr,zw,,07-ao_t,7 8,2,an,-,,1,e,B5,2.5 4.1 4.2 5.1,5,I,1,,EN,-,-,-,-,-,-,-,-,-,CR,EN,RE,-,RE,-,7.232,NA,,NA,,7.232,Caricion atrofusco-saxatilis,,,,
Juncus_sphaerocarpus,Juncus,Juncus sphaerocarpus,0,1,3127,Juncus sphaerocarpus,Juncaceae,219500,137.1.14,2444,583,-,ZDSF,4.5,I,4,I,4,I,4,I,3,2,II,3,I,,,3,I,1,I,t,s,NA,-,rrs,Bo Ep,Kv,zw,,06-sept,6 7 8 9,4,,-,,2,e,B6a,1.4 2.1 2.2 2.5,5,I,2,,CR,-,-,-,-,-,-,-,-,-,CR,-,-,-,-,-,2.2,NA,,NA,,2.2,Iso�to-Nanojuncetea,,,,
Juncus_striatus,Juncus,Juncus striatus,0,1,3103,Juncus striatus,Juncaceae,-,137.1.21,-,-,-,,4.5,I,3,I,4,I,4,I,3,3,I,3,I,s,,5,I,1,I,h,w,NA,Rh,crs,Bo,Kr Sr,zw,,05-juil,5 6 7,3,an,2,,2,e,C2a,1.4,-,I,2,=,,,,,,,,,,,,,,,,,11.222,NA,,NA,,11.222,Deschampsion mediae,k,,,
Juncus_subnodulosus,Juncus,Juncus subnodulosus,0,1,3125,Juncus subnodulosus,Juncaceae,219800,137.1.18,2451,597,2149,ZDSF,3.5,I,2,I,4,I,4,I,3,4,I,4,I,s,,5,II,1,I,g,w,NA,Rh,ccs,Bo,Kr Sr,zw,,06-ao_t,6 7 8,3,an,2,,4,e,C2c,1.3 4.1 5.1 6.3,5,I,2,,LC,VU,VU,EN,LC,LC,LC,LC,NT,LC,NT,VU,EN,EN,EN,-,11.233 7.231 11.231,11.233,Calthion palustris,7.231,Caricion davallianae,11.231,Molinion,,,,
Juncus_tenageia,Juncus,Juncus tenageia,0,1,3128,Juncus tenageia,Juncaceae,219900,137.1.13,2443,580,2146,ZDSF,4.5,I,2,I,3,I,4,I,3,2,I,3,I,,,3,I,1,I,t,s,NA,-,rrs,Bo,Kv,zw,,06-sept,6 7 8 9,4,,-,,2,e,C2c,1.4 2.1,5,I,2,,CR,-,-,-,-,-,-,-,-,-,-,-,CR,CR,-,-,2.2,NA,,NA,,2.2,Iso�to-Nanojuncetea,,,,
Juncus_tenuis,Juncus,Juncus tenuis,0,1,3129,Juncus tenuis,Juncaceae,220000,137.1.12,2439,588,2145,ZDSF,3.5,I,3,I,4,I,3.5,I,3,2,II,4,I,,,3,I,1,I,h,t,NA,Rs,crs,Bo,Sr,zw,,06-sept,6 7 8 9,4,an,3,,2,e,A2,2.2 2.6 3.5 9.2,7,N,3,<,(LC),(LC),(LC),(LC),(LC),(LC),(LC),(LC),(LC),(LC),(NT),(LC),(LC),(LC),(LC),(RE),2.351 11.211,2.351,Polygonion avicularis,11.211,Alchemillo-Ranunculion repentis,,,,,,
Juncus_triglumis,Juncus,Juncus triglumis,0,1,3133,Juncus triglumis,Juncaceae,220300,137.1.26,2431,594,2154,ZDSF,1.5,I,2,I,4,I,4.5,I,3,3,I,2,I,,,3,II,1,I,h,w,NA,Rh,css,Me,Au Kr,zw,,06-ao_t,6 7 8,3,an au,-,,1,e,B5a,2.5 4.1 4.2 5.1,2,I,1,=,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,NT,LC,LC,7.23 7.232,7.23,Caricetalia davallianae,7.232,Caricion atrofusco-saxatilis,,,,,,
Juniperus_thurifera,Juniperus,Juniperus thurifera,0,1,3141,Juniperus thurifera,Cupressaceae,220900,11.3.4,-,-,-,ZDSF,4.5,I,4,I,5,I,1,I,1,4,I,2,I,,,3,I,1,I,n-p,i,NA,Wh,ccs,En Dy,Kv,di,250*,04-mai,4 5,2,an,-,,1,gg?,C2a,3.2 6.2 9.1 9.4,-,I,2,=,,,,,,,,,,,,,,,,,14.9,NA,,NA,,14.9,Quercetea ilicis,a k m,,,
Lagarosiphon_major,Lagarosiphon,Lagarosiphon major,0,1,3207,Lagarosiphon major,Hydrocharitaceae,225100,127.4.1,2388,157,-,ZDSF,5,I,2,I,3,I,5,I,1,4,I,3,I,,,3,I,1,I,a,w,NA,Rs,css,Me,As Sw,di,,07-ao_t,7 8,2,??,-,,3,,A3a,1.1,4,N,1,<,(NT),-,-,-,(NT),-,(NT),-,-,-,-,-,(NT),(NT),-,-,1.3,NA,,NA,,1.3,Potametea pectinati,,,,
Laserpitium_latifolium,Laserpitium,Laserpitium latifolium,0,1,3234,Laserpitium latifolium,Apiaceae,227700,97.59.2,1497,2162,1195,ZDSF,3,II,4,I,3,I,2.5,I,3,4,I,3,I,,,3,II,1,I,h,s,NA,Wv,ccs,Me,Sr,ve,p3,07-ao_t,7 8,2,en,2,,2,h e,D3,3.2 3.3 6.5 6.7,2,I,2,*,LC,LC,LC,NT,VU,-,VU,LC,LC,LC,LC,LC,LC,LC,LC,-,11.1 10.21 14.2112,11.1,Trifolio-Geranietea sanguinei,10.21,Seslerietalia caeruleae,14.2112,Molinio-Pinenion,,,,
Laserpitium_prutenicum,Laserpitium,Laserpitium prutenicum,0,1,3237,Laserpitium prutenicum,Apiaceae,228000,97.59.8,1495,2164,1198,ZDSF,4,I,4,I,3,I,3.5,I,3,4,I,2,I,,,3,II,1,I,k,s,NA,Wv,ccs,Me,Kv,ve,,06-sept,6 7 8 9,4,en,2,,2,,D3,6.2 6.3 7.4 9.1,5,I/A,2,,EN,RE,RE,-,EN,EN,EN,EN,RE,EN,RE,-,EN,EN,-,-,11.231,11.231,Molinion,NA,,,,,,,
Lathyrus_linifolius,Lathyrus,Lathyrus linifolius,0,1,3250,Lathyrus linifolius,Fabaceae,229700,64.27.7,1237,1868,847,ZDSF,4,I,2,I,3,I,2.5,I,2,2,I,2,I,,,3,I,1,I,h,s,NA,Rk,crs,Au My,Au,zw,,04-juin,4 5 6,3,me,-,,3,mg h e,D3,6.7 7.4 9.1 9.2,1,I,1,,LC,LC,NT,LC,LC,LC,LC,NT,NT,NT,NT,NT,LC,LC,NT,NT,14.733 14.411 11.112,14.733,Carpinion betuli,14.411,Quercion robori-sessiliflorae,11.112,Trifolion medii,,,,
Lathyrus_nissolia,Lathyrus,Lathyrus nissolia,0,1,3252,Lathyrus nissolia,Fabaceae,230100,64.27.23,1227,1852,857,ZDSF,5,I,4,I,4,I,2.5,I,1,2,II,3,I,s,,3,I,1,I,t,s,NA,-,crr,Au,Kv,cl zw,,05-juil,5 6 7,3,au,-,,1,e,C2,2.1 6.2 7.4 9.3,7,A,3,,CR,CR,CR,RE,CR,RE,CR,RE,RE,RE,-,RE,RE,RE,-,-,2.321,NA,,NA,,2.321,Scleranthion annui,,,,
Lathyrus_ochraceus,Lathyrus,Lathyrus ochraceus,0,1,3255,Lathyrus ochraceus,Fabaceae,-,64.27.4.1,-,-,-,,2.5,I,4,I,3,I,3,I,1,4,II,4,I,,,3,I,1,I,g,s,NA,Rh,ccs,Au,Sr,zw,,05-ao_t,5 6 7 8,4,,2,,2,e,D4,6.5 7.2 8.1 9.2,-,I,2,,,,,,,,,,,,,,,,,,11.514,NA,,NA,,11.514,Adenostylion,c k m,,,
Lathyrus_palustris,Lathyrus,Lathyrus palustris,0,1,3258,Lathyrus palustris,Fabaceae,230300,64.27.9,1244,1864,849,ZDSF,4,I,4,I,4,I,4.5,I,2,4,I,2,I,s,,5,I,1,I,g.li,s,NA,-,css,Au,Au,zw,,05-juil,5 6 7,3,me,2,,2,e,B3,1.3 6.3,5,I,2,,VU,RE,RE,-,VU,VU,VU,EN,EN,CR,-,-,-,-,-,-,11.23 6.112,11.23,Molinietalia caeruleae,6.112,Magnocaricion,,,,,,
Lathyrus_sativus,Lathyrus,Lathyrus sativus,0,1,3268,Lathyrus sativus,Fabaceae,230500,64.27.19,1230,1855,-,ZDSF,4.5,I,3,I,3,I,3,I,2,4,I,3,I,,,3,I,1,I,t.li,s,NA,Wv,crr,Au,Kv,cl zw,,05-juil,5 6 7,3,me,-,,1,mg e,B6a,2.2 2.9 6.3,7,A/N,5,=,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,2.3,NA,,NA,,2.3,Stellarietea mediae,,,,
Leersia_oryzoides,Leersia,Leersia oryzoides,0,1,3290,Leersia oryzoides,Poaceae,231800,139.70.1,2798,230,2347,ZDSF,4,I,2,I,4,I,5,I,3,3,I,4,I,,,5,I,1,I,g,w,NA,Rs,ccs,Bo Ep,Au,zw,,08-sept,8 9,2,au,2,,3,e,B4c,1.3 2.1 4.2 5.2,5,I,2,,EN,EN,EN,-,EN,EN,EN,EN,EN,EN,RE,-,EN,EN,-,-,6.111 6.113,6.111,Phragmition communis,6.113,Glycerio-Sparganion,,,,,,
Leontodon_hirtus,Leontodon,Leontodon hirtus,0,1,3310,Leontodon hirtus,Asteraceae,-,124.83.6,-,-,-,,4.5,I,4,I,4,I,1.5,II,2,4,I,2,I,,,3,I,1,II,h,t,NA,Rh,crr,Me,Sr,zw,,05-juil,5 6 7,3,me my ps (hm),-,,2,e,D1a,2.2 3.2 6.2 7.3,-,I,2,=,,,,,,,,,,,,,,,,,12.41,NA,,NA,,12.41,Rosmarinetalia,k m,,,
Lepidium_latifolium,Lepidium,Lepidium latifolium,0,1,3341,Lepidium latifolium,Brassicaceae,235300,54.54.10,752,1248,582,ZDSF,4.5,I,2,I,4,I,3,I,3,3,I,5,I,ss,,3,I,1,I,h,w,NA,Wv,ccs,Me,Sr,zw,,07-oct,7 8 9 10,4,au en,1,,2,h e,C2c,2.1 2.5 3.2,7,A,5,,CR,RE,RE,RE,CR,CR,RE,RE,-,RE,RE,RE,CR,-,CR,-,11.212,NA,,NA,,11.212,Potentillion anserinae,,,,
Leucanthemella_serotina,Leucanthemella,Leucanthemella serotina,0,1,3349,Leucanthemella serotina,Asteraceae,235900,124.36.1,-,3197,-,ZDSF,4.5,I,3,I,4,I,4,I,3,3,II,3,I,,,5,II,1,I,h,s,NA,Rh,ccs,Bo,Sr,ve,,07-sept,7 8 9,3,en,2,,2,e,C2b,1.3 2.2 2.5 2.9,5,N,3,=,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,6.11,NA,,NA,,6.11,Phragmitetalia communis,,,,
Levisticum_officinale,Levisticum,Levisticum officinale,0,1,3380,Levisticum officinale,Apiaceae,237400,97.51.1,1473,2203,-,ZDSF,4.5,I,4,I,3,I,3,I,1,3,I,3,I,,,3,I,1,I,k,s,NA,Wv,ccs,Bo,Sr,zw,,06-ao_t,6 7 8,3,my me hm,-,,1,mg h e,A4a,2.2 2.5 2.7 2.9,7,A,5,=,(DD),(DD),(DD),(DD),(DD),(DD),(DD),(DD),(DD),(DD),(DD),(DD),(DD),(DD),(DD),(DD),5.1,NA,,NA,,5.1,Artemisietea vulgaris,,,,
Ligularia_sibirica,Ligularia,Ligularia sibirica,0,1,3381,Ligularia sibirica,Asteraceae,-,124.50.1,-,-,-,,3,II,4,I,4,I,4.5,I,3,3,I,3,I,,,3,I,1,I,h,s?,NA,Rh,ccs,Me,Sr,ve,,07-sept,7 8 9,3,,-,,2,tg,B4,1.3 5.2,-,I/N,2,?,,,,,,,,,,,,,,,,,6.112,NA,,NA,,6.112,Magnocaricion,c m,,,
Lilium_martagon,Lilium,Lilium martagon,0,1,3396,Lilium martagon,Liliaceae,238500,143.15.1,2879,650,2081,ZDSF,3,II,3,I,3,I,3,I,2,4,I,3,I,,m,3,I,1,I,g,s,NA,Zw,crs,Bo,Kv,zw,,06-ao_t,6 7 8,3,ph au (ps),2,,2,mg e,B6,6.5 7.2 8.1 9.2,1,I,1,=,LC,LC,LC,LC,NT,VU,NT,LC,LC,LC,LC,LC,LC,LC,LC,LC,11.514 14.731 14.735,11.514,Adenostylion,14.731,Fagion sylvaticae,14.735,Tilio-Acerion,k m,,,
Limosella_aquatica,Limosella,Limosella aquatica,0,1,3399,Limosella aquatica,Scrophulariaceae,238700,114.3.1,1770,2642,1457,ZDSF,3,II,3,I,4,I,4.5,I,3,3,II,3,I,s,,1,I,1,I,t,w,NA,-,rss,Hy Ep,Ao,zw,,06-sept,6 7 8 9,4,au,-,,3,,B3,1.4 2.5,5,I,1,,EN,RE,RE,-,EN,EN,CR,RE,RE,RE,RE,-,RE,RE,-,-,2.211,NA,,NA,,2.211,Nanocyperion flavescentis,,,,
Linum_maritimum,Linum,Linum maritimum,0,1,3429,Linum maritimum,Linaceae,-,83.1.10,-,-,-,,5,I,3,I,5,I,4,II,3,4,I,3,I,ss,,3,I,1,I,h,t?,NA,Wv,css,Bo,Sr,zw,,06-ao_t,6 7 8,3,,-,,2,,C2,1.3 6.3,-,I,2,,,,,,,,,,,,,,,,,,11.221,NA,,NA,,11.221,Molinio-Holoschoenion,c k m,,,
Liparis_loeselii,Liparis,Liparis loeselii,0,1,3448,Liparis loeselii,Orchidaceae,241800,148.27.1,3000,744,2570,ZDSF,4,I,2,I,4,I,4.5,I,2,4,II,1,I,,,5,II,1,I,g,s,NA,Wk,crs,Me,Kv,zw,,05-juil,5 6 7,3,au en,1,,1,,B3a,4.1 5.1 6.3,5,I,2,,VU,RE,RE,-,VU,EN,VU,VU,EN,VU,RE,CR,RE,RE,-,-,7.231,7.231,Caricion davallianae,NA,,,,,,,
Lithodora_fruticosa,Lithodora,Lithodora fruticosa,0,1,3452,Lithodora fruticosa,Boraginaceae,-,106.4.1,-,-,-,,4.5,I,3,I,5,I,1.5,I,2,5,I,2,I,,,1,I,1,II,z,w,NA,Wh,ccs,En,Sr,zw,,04-juin,4 5 6,3,,-,,2,,C2a,6.2 7.3,-,I,2,=,,,,,,,,,,,,,,,,,12.411,NA,,NA,,12.411,Rosmarino-Ericion,m,,,
Lithospermum_officinale,Lithospermum,Lithospermum officinale,0,1,3453,Lithospermum officinale,Boraginaceae,242200,106.2.1,1574,2455,1324,ZDSF,4,I,3,I,3,I,3.5,I,2,4,I,3,I,,,3,I,1,I,h,s,NA,Rh,ccs,En Hy,Sr,zw,p1,05-juil,5 6 7,3,me,1,,1,h e,B6,2.5 6.7 7.4 9.2,1,I,2,,NT,NT,NT,VU,NT,NT,VU,VU,VU,VU,NT,NT,VU,VU,-,-,11.112 14.722,11.112,Trifolion medii,14.722,Fraxinion excelsioris,,,,,,
Littorella_uniflora,Littorella,Littorella uniflora,0,1,3454,Littorella uniflora,Plantaginaceae,242400,111.2.1,1728,2770,1641,ZDSF,4,I,2,I,4,I,4.5,I,3,3,I,2,I,,,1,I,1,II,h,w,NA,Rh,rss,Bo,Ao,di mo,d,04-juin,4 5 6,3,an,-,,3,,D2,1.1,5,I,1,,EN,RE,RE,-,EN,CR,EN,EN,EN,CR,RE,-,EN,EN,-,-,1.41,1.41,Littorelletalia uniflorae,NA,,,,,,,
Lonicera_alpigena,Lonicera,Lonicera alpigena,0,1,3469,Lonicera alpigena,Caprifoliaceae,243400,120.5.3,1983,2827,1649,ZDSF,2.5,I,2,I,2,I,3,I,2,4,I,3,I,,,3,I,1,I,n,s,NA,Wh,ccc,En Dy,Sr,zw,,04-juin,4 5 6,3,ve me au,-,,2,mg e,E1,7.1 8.1 9.1 9.2,1,I,1,=,LC,LC,LC,LC,NT,VU,NT,LC,LC,LC,LC,LC,LC,LC,LC,LC,14.73 14.735,14.73,Fagetalia sylvaticae,14.735,Tilio-Acerion,,,,,,
Lonicera_nigra,Lonicera,Lonicera nigra,0,1,3478,Lonicera nigra,Caprifoliaceae,243900,120.5.4,1982,2830,1650,ZDSF,2.5,I,3,I,2,I,3,I,1,3,II,3,I,,,5,II,1,I,n,s,NA,Wh,ccc,En Dy,Sr,zw,,05-juin,5 6,2,me au,-,,2,mg e,E1,7.1 8.1 9.1 9.2,1,I,1,=,LC,LC,LC,NT,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,14.312 14.731,14.312,Piceion excelsae,14.731,Fagion sylvaticae,,,,,,
Lotus_maritimus,Lotus,Lotus maritimus,0,1,3495,Lotus maritimus,Fabaceae,244800,64.35.8,1155,1767,910,ZDSF,4,I,3,I,4,I,2.5,I,3,4,I,2,I,s,,3,I,1,I,h,w,NA,Rs,crs,Au,Au,zw,p6,05-juil,5 6 7,3,me,2,,2,e,D1,1.4 4.1 6.3 9.1,6,I,2,,LC,LC,LC,VU,VU,VU,VU,LC,LC,NT,NT,LC,VU,EN,-,VU,11.231 7.231 9.135,11.231,Molinion,7.231,Caricion davallianae,9.135,Mesobromion,,,,
Lotus_tenuis,Lotus,Lotus tenuis,0,1,3491,Lotus tenuis,Fabaceae,245100,64.35.1,1159,1766,905,ZDSF,4.5,I,2,I,4,I,3.5,I,3,4,I,3,I,ss,,3,I,1,I,h,s,NA,Rs,crs,Au My,Sr,zw,,05-juil,5 6 7,3,en,3,,2,e,D2,1.4 2.2 5.1 6.3,6,I/N,4,,NT,EN,EN,EN,VU,VU,VU,EN,EN,EN,NT,-,NT,NT,-,-,11.21,NA,,NA,,11.21,Potentillo-Polygonetalia,,,,
Ludwigia_palustris,Ludwigia,Ludwigia palustris,0,1,3499,Ludwigia palustris,Onagraceae,245300,72.3.1,1289,2101,1092,ZDSF,4.5,I,2,I,4,I,5,I,3,2,I,3,I,,,5,II,1,I,h-t,w,NA,Rs,css,Hy,As Kt,zw,,07-ao_t,7 8,2,au en,-,,3,,B1,1.3 1.4 2.5,5,I/A,2,,CR,-,-,-,CR,CR,RE,-,-,-,-,-,CR,CR,-,-,2.211,NA,,NA,,2.211,Nanocyperion flavescentis,,,,
Luzula_pallidula,Luzula,Luzula pallidula,0,1,3525,Luzula pallidula,Juncaceae,-,137.2.4,-,-,-,,3.5,I,5,I,3,I,2.5,I,2,2,I,2,I,,,5,I,1,I,h,t,NA,Rs,crs,My En,Sr,zw,,04-mai,4 5,2,an,2,,3,e,B4,2.6 5.1 6.4 9.1,-,I,2,,,,,,,,,,,,,,,,,,10.1,NA,,NA,,10.1,Nardetea strictae,c i,,,
